item;element_subtype;alias;description;sessionuid;road;stretchs;secc;pk;dm;on_change_alarm;param1_brand;param2_model;param3_stream_mjpeg;param6_preset;param7_features;param9_onvif_hostname;param10_onvif_username;param11_onvif_password;param12_onvif_ptz_params;sentido;data_proxy
215;3;S2TN-DOM-021;S2TN-DOM-021;S2TN-DOM-021;AVO;S2TN-ZON-036;Secc.03-11-11;41+04;4740;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-021;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.8.12;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.8.12/snap.jpg?JpegCam=1
216;1;S2TN-CAM-034;S2TN-CAM-034;S2TN-CAM-034;AVO;S2TN-ZON-035;Secc.03-11-11;41+075;4775;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-034;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.8.13/snap.jpg?JpegCam=1
217;1;S2TN-CAM-033;S2TN-CAM-033;S2TN-CAM-033;AVO;S2TN-ZON-034;Secc.03-11-11;41+16;4860;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-033;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.2/snap.jpg?JpegCam=1
218;1;S2TN-CAM-032;S2TN-CAM-032;S2TN-CAM-032;AVO;S2TN-ZON-034;Secc.03-11-11;41+185;4885;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-032;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.1/snap.jpg?JpegCam=1
219;3;S2TN-DOM-020;S2TN-DOM-020;S2TN-DOM-020;AVO;S2TN-ZON-034;Secc.03-11-11;41+28;4980;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-020;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.9.3;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.9.3/snap.jpg?JpegCam=1
220;1;S2TN-CAM-031;S2TN-CAM-031;S2TN-CAM-031;AVO;S2TN-ZON-033;Secc.03-11-11;41+3;5000;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-031;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.4/snap.jpg?JpegCam=1
221;1;SNKO-CAM-001;SNKO-CAM-001;SNKO-CAM-001;AVO;SNUK-ZON-001;Secc.03-45-11;0+125;125;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SNKO-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.5/snap.jpg?JpegCam=1
222;1;INKO-CAM-003;INKO-CAM-003;INKO-CAM-003;AVO;INKO-ZON-002;Secc.03-42-11;0+165;165;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/INKO-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.8.16/snap.jpg?JpegCam=1
223;1;SNKO-CAM-002;SNKO-CAM-002;SNKO-CAM-002;AVO;SNUK-ZON-001;Secc.03-45-11;0+19;190;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SNKO-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.6/snap.jpg?JpegCam=1
224;1;INKO-CAM-002;INKO-CAM-002;INKO-CAM-002;AVO;INKO-ZON-001;Secc.03-42-11;0+135;135;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/INKO-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.8.15/snap.jpg?JpegCam=1
225;1;INKO-CAM-001;INKO-CAM-001;INKO-CAM-001;AVO;INKO-ZON-001;Secc.03-42-11;0+1;100;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/INKO-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.8.14/snap.jpg?JpegCam=1
226;1;SNKO-CAM-003;SNKO-CAM-003;SNKO-CAM-003;AVO;SNUK-ZON-002;Secc.03-45-11;0+295;295;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SNKO-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.7/snap.jpg?JpegCam=1
227;1;SNKO-CAM-004;SNKO-CAM-004;SNKO-CAM-004;AVO;SNUK-ZON-003;Secc.03-45-11;0+335;335;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SNKO-CAM-004;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.13/snap.jpg?JpegCam=1
228;1;SNKP-CAM-003;SNKP-CAM-003;SNKP-CAM-003;AVO;SNKP-ZON-001;Secc.03-43-11;0+18;180;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SNKP-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.17/snap.jpg?JpegCam=1
229;1;SNKO-CAM-005;SNKO-CAM-005;SNKO-CAM-005;AVO;SNUK-ZON-003;Secc.03-45-11;0+37;370;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SNKO-CAM-005;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.14/snap.jpg?JpegCam=1
230;1;SNKP-CAM-001;SNKP-CAM-001;SNKP-CAM-001;AVO;SNKP-ZON-001;Secc.03-43-11;0+12;120;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SNKP-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.15/snap.jpg?JpegCam=1
231;1;SNKP-CAM-002;SNKP-CAM-002;SNKP-CAM-002;AVO;SNKP-ZON-001;Secc.03-43-11;0+14;140;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SNKP-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.16/snap.jpg?JpegCam=1
232;1;SNKO-CAM-006;SNKO-CAM-006;SNKO-CAM-006;AVO;SNKO-ZON-004;Secc.03-45-11;0+41;410;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SNKO-CAM-006;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.8/snap.jpg?JpegCam=1
233;1;SNKO-CAM-007;SNKO-CAM-007;SNKO-CAM-007;AVO;SNKO-ZON-004;Secc.03-45-11;0+43;430;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SNKO-CAM-007;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.9/snap.jpg?JpegCam=1
234;1;SNKO-CAM-008;SNKO-CAM-008;SNKO-CAM-008;AVO;SNKO-ZON-004;Secc.03-45-11;0+445;445;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SNKO-CAM-008;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.10/snap.jpg?JpegCam=1
235;1;INKP-CAM-006;INKP-CAM-006;INKP-CAM-006;AVO;INKP-ZON-005;Secc.02-29-04;0+785;785;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/INKP-CAM-006;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.7/snap.jpg?JpegCam=1
236;1;INKP-CAM-007;INKP-CAM-007;INKP-CAM-007;AVO;INKP-ZON-006;Secc.02-29-04;0+85;850;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/INKP-CAM-007;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.8/snap.jpg?JpegCam=1
237;1;SNKO-CAM-009;SNKO-CAM-009;SNKO-CAM-009;AVO;SNKO-ZON-005;Secc.03-45-11;0+545;545;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SNKO-CAM-009;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.11/snap.jpg?JpegCam=1
238;1;INKP-CAM-004;INKP-CAM-004;INKP-CAM-004;AVO;INKP-ZON-003;Secc.02-29-04;0+615;615;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/INKP-CAM-004;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.5/snap.jpg?JpegCam=1
239;1;INKP-CAM-005;INKP-CAM-005;INKP-CAM-005;AVO;INKP-ZON-004;Secc.02-29-04;0+715;715;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/INKP-CAM-005;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.6/snap.jpg?JpegCam=1
240;1;INKP-CAM-001;INKP-CAM-001;INKP-CAM-001;AVO;INKP_EXT;Secc.02-29-04;0+345;345;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/INKP-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.2/snap.jpg?JpegCam=1
241;1;INKP-CAM-002;INKP-CAM-002;INKP-CAM-002;AVO;INKP_EXT;Secc.02-29-04;0+435;435;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/INKP-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.3/snap.jpg?JpegCam=1
242;1;INKP-CAM-003;INKP-CAM-003;INKP-CAM-003;AVO;INKP-ZON-001;Secc.02-29-04;0+525;525;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/INKP-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.11.4/snap.jpg?JpegCam=1
243;3;SNKO-DOM-001;SNKO-DOM-001;SNKO-DOM-001;AVO;SNKO-ZON-005;Secc.03-45-11;0+725;725;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/SNKO-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.9.12;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.9.12/snap.jpg?JpegCam=1
244;3;INKP-DOM-001;INKP-DOM-001;INKP-DOM-001;AVO;INKP_EXT;Secc.02-29-04;0+17;270;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/INKP-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.11.1;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.11.1/snap.jpg?JpegCam=1
245;3;SNKP-DOM-001;SNKP-DOM-001;SNKP-DOM-001;AVO;SNKP-ZON-002;Secc.03-43-11;0+32;320;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/SNKP-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.9.18;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.9.18/snap.jpg?JpegCam=1
246;1;S2TN-CAM-030;S2TN-CAM-030;S2TN-CAM-030;AVO;S2TN-ZON-032;Secc.03-11-11;41+415;5115;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-030;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.9.20/snap.jpg?JpegCam=1
247;3;S2TN-DOM-019;S2TN-DOM-019;S2TN-DOM-019;AVO;S2TN-ZON-032;Secc.03-11-10;41+41;5110;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-019;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.9.19;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.9.19/snap.jpg?JpegCam=1
248;1;IPRO-CAM-002;IPRO-CAM-002;IPRO-CAM-002;AVO;IPRO-ZON-001;Secc.03-57-10;4+25;4250;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/IPRO-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.12.16/snap.jpg?JpegCam=1
249;3;SAPR-DOM-001;SAPR-DOM-001;SAPR-DOM-001;AVO;SAPR-ZON-001;Secc.03-253-10;0+42;420;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/SAPR-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.12.18;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.12.18/snap.jpg?JpegCam=1
250;1;S2TN-CAM-029;S2TN-CAM-029;S2TN-CAM-029;AVO;S2TN-ZON-031;Secc.03-11-11;41+515;5215;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-029;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.12.5/snap.jpg?JpegCam=1
251;1;S2TN-CAM-028;S2TN-CAM-028;S2TN-CAM-028;AVO;S2TN-ZON-030;Secc.03-11-11;41+615;5315;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-028;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.12.4/snap.jpg?JpegCam=1
252;1;IPRO-CAM-001;IPRO-CAM-001;IPRO-CAM-001;AVO;IPRO-ZON-001;Secc.03-57-10;4+15;4150;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/IPRO-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.5.16/snap.jpg?JpegCam=1
253;3;S2TN-DOM-018;S2TN-DOM-018;S2TN-DOM-018;AVO;S2TN-ZON-029;Secc.03-11-11;41+675;5375;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-018;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.12.7;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.12.7/snap.jpg?JpegCam=1
254;1;SAPR-CAM-002;SAPR-CAM-002;SAPR-CAM-002;AVO;SAPR-ZON-001;Secc.03-253-10;0+3;300;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SAPR-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.12.19/snap.jpg?JpegCam=1
255;1;S2TN-CAM-027;S2TN-CAM-027;S2TN-CAM-027;AVO;S2TN-ZON-029;Secc.03-11-11;41+72;5420;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-027;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.12.6/snap.jpg?JpegCam=1
256;3;IPRO-DOM-001;IPRO-DOM-001;IPRO-DOM-001;AVO;IPRO_EXT;Secc.03-57-10;4+06;4060;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/IPRO-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.12.14;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.12.14/snap.jpg?JpegCam=1
257;1;SAPR-CAM-001;SAPR-CAM-001;SAPR-CAM-001;AVO;SAPR-ZON-001;Secc.03-253-10;0+215;215;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SAPR-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.12.20/snap.jpg?JpegCam=1
258;1;S2TN-CAM-026;S2TN-CAM-026;S2TN-CAM-026;AVO;S2TN-ZON-028;Secc.03-11-11;41+835;5535;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-026;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.12.8/snap.jpg?JpegCam=1
259;3;S2TN-DOM-017;S2TN-DOM-017;S2TN-DOM-017;AVO;S2TN-ZON-028;Secc.03-11-11;41+85;5550;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TN-DOM-017;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.12.9;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.12.9/snap.jpg?JpegCam=1
261;1;S2TN-CAM-025;S2TN-CAM-025;S2TN-CAM-025;AVO;S2TN-ZON-026;Secc.03-11-11;41+95;5650;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-025;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.12.11/snap.jpg?JpegCam=1
262;1;SMPS-CAM-004;SMPS-CAM-004;SMPS-CAM-004;AVO;SMPS-ZON-003;Secc.03-252-10;0+305;305;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SMPS-CAM-004;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.13.10/snap.jpg?JpegCam=1
263;1;S2TN-CAM-024;S2TN-CAM-024;S2TN-CAM-024;AVO;S2TN-ZON-026;Secc.03-11-11;42+06;5760;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-024;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.12.13/snap.jpg?JpegCam=1
264;3;S2TN-DOM-016;S2TN-DOM-016;S2TN-DOM-016;AVO;S2TN-ZON-025;Secc.03-11-10;42+075;5775;SendDAIAlarm.groovy;HIKVISION;DS-2DF8242IX-AELW;http://ITS_Admin:VO1-cam22.@10.50.12.10/ISAPI/Streaming/channels/1/picture;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.12.10;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.12.10/snap.jpg?JpegCam=1
265;1;SMPS-CAM-003;SMPS-CAM-003;SMPS-CAM-003;AVO;SMPS-ZON-003;Secc.03-252-10;0+265;265;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SMPS-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.13.9/snap.jpg?JpegCam=1
266;1;SMPS-CAM-002;SMPS-CAM-002;SMPS-CAM-002;AVO;SMPS-ZON-002;Secc.03-252-10;0+175;175;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SMPS-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.13.8/snap.jpg?JpegCam=1
267;1;SMPS-CAM-001;SMPS-CAM-001;SMPS-CAM-001;AVO;SMPS-ZON-002;Secc.03-252-10;0+12;120;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/SMPS-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.13.7/snap.jpg?JpegCam=1
268;1;S2TN-CAM-023;S2TN-CAM-023;S2TN-CAM-023;AVO;S2TN-ZON-021;Secc.03-11-10;42+16;5860;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-023;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.12.15/snap.jpg?JpegCam=1
269;3;S2TN-DOM-015;S2TN-DOM-015;S2TN-DOM-015;AVO;S2TN-ZON-021;Secc.03-11-10;42+23;5930;SendDAIAlarm.groovy;HIKVISION;DS-2DF8242IX-AELW;http://ITS_Admin:VO1-cam22.@10.50.12.12/ISAPI/Streaming/channels/1/picture;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.12.12;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.12.12/snap.jpg?JpegCam=1
270;1;S2TN-CAM-022;S2TN-CAM-022;S2TN-CAM-022;AVO;S2TN-ZON-021;Secc.03-11-10;42+26;5960;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-022;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.13.1/snap.jpg?JpegCam=1
271;1;S2TN-CAM-021;S2TN-CAM-021;S2TN-CAM-021;AVO;S2TN-ZON-023;Secc.03-11-10;42+41;6110;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-021;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.13.2/snap.jpg?JpegCam=1
272;3;S2TN-DOM-014;S2TN-DOM-014;S2TN-DOM-014;AVO;SMPS-ZON-001;Secc.03-11-10;42+455;6155;SendDAIAlarm.groovy;HIKVISION;DS-2DF8242IX-AELW;http://ITS_Admin:VO1-cam22.@10.50.13.3/ISAPI/Streaming/channels/1/picture;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.13.3;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.13.3/snap.jpg?JpegCam=1
273;1;S2TN-CAM-020;S2TN-CAM-020;S2TN-CAM-020;AVO;S2TN-ZON-022;Secc.03-11-10;42+51;6210;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-020;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.13.5/snap.jpg?JpegCam=1
274;3;S2TN-DOM-013;S2TN-DOM-013;S2TN-DOM-013;AVO;S2TN-ZON-021;Secc.03-11-10;42+58;6280;SendDAIAlarm.groovy;HIKVISION;DS-2DF8242IX-AELW;http://ITS_Admin:VO1-cam22.@10.50.13.6/ISAPI/Streaming/channels/1/picture;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.13.6;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.13.6/snap.jpg?JpegCam=1
276;1;S2TN-CAM-019;S2TN-CAM-019;S2TN-CAM-019;AVO;S2TN-ZON-020;Secc.03-11-10;42+62;6320;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TN-CAM-019;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.13.4/snap.jpg?JpegCam=1
